ms_code,ms_name,PCA1,PCA2,year,cluster,gdp_pp,gdp_tot,pop,region_name
PRY,PARAGUAY,-0.6276336095653641,-0.42362057969564176,1946,3,0.4747474747474748,0.4444444444444445,0.393939393939394,Americas
SAU,SAUDI ARABIA,-0.4479291588495578,0.13352570188506477,1946,1,0.797979797979798,0.8872327984803862,0.7171717171717172,Asia
SLV,EL SALVADOR,-0.7002983088190738,0.4566283174025898,1946,1,0.4263427907201642,0.4065714488085,0.37373737373737376,Americas
SUN,USSR,1.660171600041104,-1.2610979333147463,1946,2,,,,
SWE,SWEDEN,-0.48012360947536753,0.6497233835386798,1946,1,0.9191919191919192,0.8585858585858587,0.48040448114582596,Europe
SYR,SYRIAN ARAB REPUBLIC,-0.4155017170559108,0.020765943244163858,1946,1,0.12399011759351729,0.36363636363636365,0.6565656565656566,Asia
TUR,TURKEY,-0.5646092813988842,-0.053163264597826776,1946,1,0.6363636363636365,0.888888888888889,0.8917088014780146,Asia
UKR,UKRAINE,1.6627857134160855,-1.2371339799617114,1946,2,0.4141414141414142,0.6565656565656566,0.7576981220937525,Europe
URY,URUGUAY,-0.5120850509873057,-0.4970207131846337,1946,3,0.7575757575757577,0.5252525252525253,0.25252525252525254,Americas
USA,UNITED STATES,-0.5870639254983285,-0.5698639728495098,1946,3,0.965323845237695,1.0,0.9797979797979799,Americas
VEN,VENEZUELA,0.7626867994118716,1.3401460570741552,1946,0,0.6767676767676768,0.8080808080808082,0.686868686868687,Americas
YUG,YUGOSLAVIA,1.660171600041104,-1.2610979333147463,1946,2,,,,
ZAF,SOUTH AFRICA,-0.5497883353021572,-0.5083466615193565,1946,3,0.4646464646464647,0.7575757575757577,0.8585858585858587,Africa
AFG,AFGHANISTAN,0.5811788213773101,1.454954331545668,1947,2,0.010101010101010102,0.26373547486727605,0.787878787878788,Asia
ARG,ARGENTINA,-0.5879510919328288,-0.3667186179077266,1947,1,0.6565656565656566,0.8686868686868687,0.797979797979798,Americas
AUS,AUSTRALIA,-0.4749315279900455,-0.2512277972449559,1947,1,0.9393939393939394,0.9191919191919192,0.6767676767676768,Oceania
BEL,BELGIUM,-0.5341660530745261,-0.6251801535168315,1947,1,0.9090909090909092,0.8684732417796545,0.5279440265329193,Europe
BLR,BELARUS,1.693039018430397,-1.1895513365255144,1947,3,0.5363853315710505,0.5135808234393354,0.4269662717477014,Europe
BOL,BOLIVIA,-0.4799649882079086,-0.34086104678254536,1947,1,0.3389932224749388,0.4545454545454546,0.5454545454545455,Americas
BRA,BRAZIL,-0.5888402457130295,-0.29084174353170067,1947,1,0.5858585858585859,0.9413823152691533,0.9595959595959597,Americas
CAN,CANADA,-0.7133678966827375,-0.6321906555414608,1947,1,0.8989898989898991,0.9393939393939394,0.7777777777777778,Americas
CHL,CHILE,-0.27217417865621474,-0.23839306455993992,1947,1,0.686868686868687,0.7267057140623167,0.6262626262626263,Americas
CHN,CHINA,-0.5297678537053304,-0.564793680996485,1947,1,0.6262626262626263,0.98989898989899,0.98989898989899,Asia
COL,COLOMBIA,0.4960413013146779,0.9297642891928855,1947,0,0.5088495167178417,0.7474747474747475,0.8282828282828284,Americas
CRI,COSTA RICA,-0.5275293736825578,0.235572228426695,1947,1,0.6857384851634779,0.5757575757575758,0.2984380801970379,Americas
CSK,CZECHOSLOVAKIA,1.4020516791403523,0.302110703899237,1947,0,,,,
CUB,CUBA,-0.6830109369992936,-0.37880448763740204,1947,1,0.5757575757575758,0.595959595959596,0.5050505050505051,Americas
DNK,DENMARK,-0.5003914109313881,-0.43779831553236936,1947,1,0.9418707557339205,0.7787706221084769,0.35465133659955655,Europe
DOM,DOMINICAN REPUBLIC,-0.6427536306736504,-0.5580310891820894,1947,1,0.595959595959596,0.6262626262626263,0.5125509173715393,Americas
ECU,ECUADOR,0.08341614286787222,0.524061908122322,1947,0,0.48484848484848486,0.6241066539593833,0.5858585858585859,Americas
EGY,EGYPT,-0.42987540112656414,0.4019669228049418,1947,1,0.31313131313131315,0.765708918985983,0.9191919191919192,Africa
ETH,ETHIOPIA,0.4976659951604519,-0.2361053995233926,1947,0,0.15151515151515152,0.6464646464646465,0.9393939393939394,Africa
FRA,FRANCE,-0.3541629736324841,-0.5044774051092532,1947,1,0.8585858585858587,0.9595959595959597,0.8686868686868687,Europe
GBR,UNITED KINGDOM,-0.7178022668094904,-0.6513786974115741,1947,1,0.8787878787878789,0.9696969696969697,0.8787878787878789,Europe
GRC,GREECE,-0.6373385662313223,-0.3964219356137482,1947,1,0.7636282164593702,0.6764727141699225,0.4646464646464647,Europe
GTM,GUATEMALA,-0.31960564069440456,0.012076321477497135,1947,1,0.4444444444444445,0.5900315796115295,0.5976583607080117,Americas
HND,HONDURAS,-0.7134556767566338,-0.2956552809199901,1947,1,0.3085676434892539,0.4141414141414142,0.494949494949495,Americas
HTI,HAITI,0.48695809174249993,1.3496193635721019,1947,2,0.2019592009155964,0.30303030303030304,0.5252525252525253,Americas
IND,INDIA,1.1632462368262733,0.7857313652623313,1947,0,0.27272727272727276,0.9719865976796929,1.0,Asia
IRN,IRAN (ISLAMIC REPUBLIC OF),-0.47426180009876145,-0.10454080230527776,1947,1,0.393939393939394,0.7777777777777778,0.8989898989898991,Asia
IRQ,IRAQ,-0.46071633602699763,0.23682414272886992,1947,1,0.4370139712666617,0.686868686868687,0.7968312089165054,Asia
ISL,ICELAND,-0.40965641711564743,0.08133305206190185,1947,1,0.9494949494949496,0.393939393939394,0.08080808080808081,Europe
LBN,LEBANON,-0.6155111566963062,0.23024138594102292,1947,1,0.33333333333333337,0.324821693933874,0.3434343434343435,Asia
LBR,LIBERIA,0.6663364163322756,-0.7316613588998607,1947,0,0.071978973564154,0.13131313131313133,0.32323232323232326,Africa
LUX,LUXEMBOURG,-0.5350806885224054,-0.349882847787655,1947,1,0.98989898989899,0.5656565656565657,0.12121212121212122,Europe
MEX,MEXICO,-0.5118474573015179,-0.1783189796783303,1947,1,0.6464646464646465,0.9292929292929294,0.9400934391278268,Americas
NIC,NICARAGUA,-0.7782560420054006,-0.13512289875125824,1947,1,0.28492136038295923,0.27272727272727276,0.38383838383838387,Americas
NLD,NETHERLANDS,-0.6050396111686859,-0.29338133292289986,1947,1,0.9292929292929294,0.8989898989898991,0.5839886559839527,Europe
NOR,NORWAY,-0.4696483585530738,-0.4810745986033218,1947,1,0.9718702471753256,0.8096443122070188,0.33333333333333337,Europe
NZL,NEW ZEALAND,-0.6521257427846457,-0.5891732400174142,1947,1,0.8686868686868687,0.6880096083754335,0.31313131313131315,Oceania
PAK,PAKISTAN,0.5862571164167255,1.7323314000637342,1947,2,0.16161616161616163,0.7272727272727273,0.9696969696969697,Asia
PAN,PANAMA,-0.590276601377168,-0.14688431039436337,1947,1,0.7070707070707072,0.5454545454545455,0.27272727272727276,Americas
PER,PERU,-0.7058712031962519,-0.5750802676408646,1947,1,0.5454545454545455,0.698862790057896,0.7277082215597619,Americas
PHL,PHILIPPINES,-0.4930796428643204,-0.3071002309768417,1947,1,0.35950929658727926,0.7976268981528483,0.9195516241915367,Asia
POL,POLAND,1.6383215289294422,-1.0167483578257146,1947,3,0.7373737373737375,0.8787878787878789,0.7474747474747475,Europe
PRY,PARAGUAY,-0.3217081013379268,0.12190711558210598,1947,1,0.4747474747474748,0.4444444444444445,0.393939393939394,Americas
SAU,SAUDI ARABIA,0.010042708968829797,0.9308773284998825,1947,0,0.797979797979798,0.8872327984803862,0.7171717171717172,Asia
SLV,EL SALVADOR,-0.7037397181222159,0.2220887041021474,1947,1,0.4263427907201642,0.4065714488085,0.37373737373737376,Americas
SUN,USSR,1.6904655318431125,-1.176572254043639,1947,3,,,,
SWE,SWEDEN,-0.3812896723039577,0.48885968516909517,1947,1,0.9191919191919192,0.8585858585858587,0.48040448114582596,Europe
SYR,SYRIAN ARAB REPUBLIC,0.019010670270804504,0.8560798294707268,1947,0,0.12399011759351729,0.36363636363636365,0.6565656565656566,Asia
THA,THAILAND,0.8735557851950656,1.843083518579478,1947,2,0.5168481712289079,0.8385863204210215,0.8810559953182191,Asia
TUR,TURKEY,-0.6156582755032434,0.07793667607613833,1947,1,0.6363636363636365,0.888888888888889,0.8917088014780146,Asia
UKR,UKRAINE,1.6930390184303965,-1.1895513365255144,1947,3,0.4141414141414142,0.6565656565656566,0.7576981220937525,Europe
URY,URUGUAY,-0.5391995364499187,-0.6487823474455694,1947,1,0.7575757575757577,0.5252525252525253,0.25252525252525254,Americas
USA,UNITED STATES,-0.6448353477046187,-0.6947888049055021,1947,1,0.965323845237695,1.0,0.9797979797979799,Americas
VEN,VENEZUELA,0.20476995872352588,0.43819725808112203,1947,0,0.6767676767676768,0.8080808080808082,0.686868686868687,Americas
YEM,YEMEN,0.8548878474287106,1.8845500928759753,1947,2,0.017865269604989617,0.33745632587117635,0.7676767676767677,Asia
YUG,YUGOSLAVIA,1.6908236084729167,-1.151997889340047,1947,3,,,,
ZAF,SOUTH AFRICA,-0.6413038478616476,-0.6162622068477602,1947,1,0.4646464646464647,0.7575757575757577,0.8585858585858587,Africa
AFG,AFGHANISTAN,0.08011688640979948,1.3840197633758597,1948,2,0.010101010101010102,0.26373547486727605,0.787878787878788,Asia
ARG,ARGENTINA,-0.5695671496276072,-0.47644652758971967,1948,0,0.6565656565656566,0.8686868686868687,0.797979797979798,Americas
AUS,AUSTRALIA,-0.4790416364926257,-0.3160409130687027,1948,0,0.9393939393939394,0.9191919191919192,0.6767676767676768,Oceania
BEL,BELGIUM,-0.43593738038894386,-0.7336943313502681,1948,0,0.9090909090909092,0.8684732417796545,0.5279440265329193,Europe
BLR,BELARUS,1.7971905215167108,-0.8294567041849179,1948,1,0.5363853315710505,0.5135808234393354,0.4269662717477014,Europe
BOL,BOLIVIA,-0.4901702502282934,-0.4187866706230815,1948,0,0.3389932224749388,0.4545454545454546,0.5454545454545455,Americas
BRA,BRAZIL,-0.5161761198975524,-0.46880365291119397,1948,0,0.5858585858585859,0.9413823152691533,0.9595959595959597,Americas
CAN,CANADA,-0.5641057602949937,-0.7735820488554352,1948,0,0.8989898989898991,0.9393939393939394,0.7777777777777778,Americas
CHL,CHILE,-0.3620987485405557,-0.20699550293154223,1948,0,0.686868686868687,0.7267057140623167,0.6262626262626263,Americas
CHN,CHINA,-0.5152714322696577,-0.656973513045069,1948,0,0.6262626262626263,0.98989898989899,0.98989898989899,Asia
COL,COLOMBIA,-0.01216083057513117,0.887444669611577,1948,2,0.5088495167178417,0.7474747474747475,0.8282828282828284,Americas
CRI,COSTA RICA,-0.42839579704533703,0.18330671179540894,1948,0,0.6857384851634779,0.5757575757575758,0.2984380801970379,Americas
CSK,CZECHOSLOVAKIA,1.5409571224405714,0.32276946112764465,1948,1,,,,
CUB,CUBA,-0.5274085526609539,-0.5123021614367067,1948,0,0.5757575757575758,0.595959595959596,0.5050505050505051,Americas
DNK,DENMARK,-0.4971153591813071,-0.5454079478874027,1948,0,0.9418707557339205,0.7787706221084769,0.35465133659955655,Europe
DOM,DOMINICAN REPUBLIC,-0.6188532858832412,-0.6348700700147184,1948,0,0.595959595959596,0.6262626262626263,0.5125509173715393,Americas
ECU,ECUADOR,-0.2450983826797132,0.4792980592205034,1948,0,0.48484848484848486,0.6241066539593833,0.5858585858585859,Americas
EGY,EGYPT,-0.3785859917522261,0.21364313525449283,1948,0,0.31313131313131315,0.765708918985983,0.9191919191919192,Africa
ETH,ETHIOPIA,0.2293538414723136,-0.14298338570706762,1948,0,0.15151515151515152,0.6464646464646465,0.9393939393939394,Africa
FRA,FRANCE,-0.38882970748620244,-0.5859395024896694,1948,0,0.8585858585858587,0.9595959595959597,0.8686868686868687,Europe
GBR,UNITED KINGDOM,-0.6296543833732016,-0.7505828863784043,1948,0,0.8787878787878789,0.9696969696969697,0.8787878787878789,Europe
GRC,GREECE,-0.6135592068090003,-0.41443865318681655,1948,0,0.7636282164593702,0.6764727141699225,0.4646464646464647,Europe
GTM,GUATEMALA,0.010854376143219921,-0.15476035430385846,1948,0,0.4444444444444445,0.5900315796115295,0.5976583607080117,Americas
HND,HONDURAS,-0.5053563765393224,-0.4961327694149541,1948,0,0.3085676434892539,0.4141414141414142,0.494949494949495,Americas
HTI,HAITI,-0.037146799251604946,1.249468458247567,1948,2,0.2019592009155964,0.30303030303030304,0.5252525252525253,Americas
IND,INDIA,0.6213612252480439,0.9707244103756341,1948,2,0.27272727272727276,0.9719865976796929,1.0,Asia
IRN,IRAN (ISLAMIC REPUBLIC OF),-0.519666023592866,-0.18921780975089206,1948,0,0.393939393939394,0.7777777777777778,0.8989898989898991,Asia
IRQ,IRAQ,-0.3709420285812669,0.04396349649405848,1948,0,0.4370139712666617,0.686868686868687,0.7968312089165054,Asia
ISL,ICELAND,-0.3832620242270264,-0.13267647703831198,1948,0,0.9494949494949496,0.393939393939394,0.08080808080808081,Europe
LBN,LEBANON,-0.4283135718958378,0.005510022292795802,1948,0,0.33333333333333337,0.324821693933874,0.3434343434343435,Asia
LBR,LIBERIA,0.27737339614461587,-0.4848718905682743,1948,0,0.071978973564154,0.13131313131313133,0.32323232323232326,Africa
LUX,LUXEMBOURG,-0.46051448985338145,-0.5333871764131466,1948,0,0.98989898989899,0.5656565656565657,0.12121212121212122,Europe
MEX,MEXICO,-0.4659138413414589,-0.252168839939454,1948,0,0.6464646464646465,0.9292929292929294,0.9400934391278268,Americas
MMR,MYANMAR,0.2745257095721821,1.8420102626238708,1948,3,0.14141414141414144,0.49631690298404996,0.8383838383838385,Asia
NIC,NICARAGUA,-0.4786014624105667,-0.35078526839497126,1948,0,0.28492136038295923,0.27272727272727276,0.38383838383838387,Americas
NLD,NETHERLANDS,-0.5731217186349482,-0.45700176988570873,1948,0,0.9292929292929294,0.8989898989898991,0.5839886559839527,Europe
NOR,NORWAY,-0.4738689967896749,-0.5890479434293933,1948,0,0.9718702471753256,0.8096443122070188,0.33333333333333337,Europe
NZL,NEW ZEALAND,-0.5865188838778693,-0.6829557531132601,1948,0,0.8686868686868687,0.6880096083754335,0.31313131313131315,Oceania
PAK,PAKISTAN,-0.010819520451853176,1.6451254584881083,1948,3,0.16161616161616163,0.7272727272727273,0.9696969696969697,Asia
PAN,PANAMA,-0.5541495136909304,-0.33182108264424787,1948,0,0.7070707070707072,0.5454545454545455,0.27272727272727276,Americas
PER,PERU,-0.419439496350592,-0.6498353129032685,1948,0,0.5454545454545455,0.698862790057896,0.7277082215597619,Americas
PHL,PHILIPPINES,-0.5277595511568925,-0.41939904858404514,1948,0,0.35950929658727926,0.7976268981528483,0.9195516241915367,Asia
POL,POLAND,1.7524617185316165,-0.6874593472504821,1948,1,0.7373737373737375,0.8787878787878789,0.7474747474747475,Europe
PRY,PARAGUAY,-0.4188871595551946,0.0928133991507063,1948,0,0.4747474747474748,0.4444444444444445,0.393939393939394,Americas
SAU,SAUDI ARABIA,0.18417656601890808,0.8416279461361164,1948,2,0.797979797979798,0.8872327984803862,0.7171717171717172,Asia
SLV,EL SALVADOR,-0.4410106334340313,0.04712444478482522,1948,0,0.4263427907201642,0.4065714488085,0.37373737373737376,Americas
SUN,USSR,1.792332212988271,-0.8069834926518193,1948,1,,,,
SWE,SWEDEN,-0.44684964901618274,0.20736312172318583,1948,0,0.9191919191919192,0.8585858585858587,0.48040448114582596,Europe
SYR,SYRIAN ARAB REPUBLIC,-0.0013353101156515662,0.7727218698048952,1948,2,0.12399011759351729,0.36363636363636365,0.6565656565656566,Asia
THA,THAILAND,0.2698539754178202,1.806613774204357,1948,3,0.5168481712289079,0.8385863204210215,0.8810559953182191,Asia
TUR,TURKEY,-0.6323066503218021,-0.1378487034319087,1948,0,0.6363636363636365,0.888888888888889,0.8917088014780146,Asia
UKR,UKRAINE,1.7971905215167105,-0.8294567041849171,1948,1,0.4141414141414142,0.6565656565656566,0.7576981220937525,Europe
URY,URUGUAY,-0.4859677540018805,-0.7294476438948918,1948,0,0.7575757575757577,0.5252525252525253,0.25252525252525254,Americas
USA,UNITED STATES,-0.577233758966624,-0.8069824825423811,1948,0,0.965323845237695,1.0,0.9797979797979799,Americas
VEN,VENEZUELA,-0.12334219487277703,0.34874725459477823,1948,0,0.6767676767676768,0.8080808080808082,0.686868686868687,Americas
YEM,YEMEN,0.4900460588526894,1.8259520895638037,1948,3,0.017865269604989617,0.33745632587117635,0.7676767676767677,Asia
YUG,YUGOSLAVIA,1.7911038715096617,-0.7691484099751337,1948,1,,,,
ZAF,SOUTH AFRICA,-0.25349531981172957,-0.6490081965847282,1948,0,0.4646464646464647,0.7575757575757577,0.8585858585858587,Africa
AFG,AFGHANISTAN,0.0946289652980358,1.35183750444729,1949,2,0.010101010101010102,0.26373547486727605,0.787878787878788,Asia
ARG,ARGENTINA,-0.4801175486904051,-0.42463065290989466,1949,1,0.6565656565656566,0.8686868686868687,0.797979797979798,Americas
AUS,AUSTRALIA,-0.5267846171899909,-0.4470981976583007,1949,1,0.9393939393939394,0.9191919191919192,0.6767676767676768,Oceania
BEL,BELGIUM,-0.5410727415992251,-0.7497816342042912,1949,1,0.9090909090909092,0.8684732417796545,0.5279440265329193,Europe
BLR,BELARUS,1.8014698037407892,-0.8515586895456009,1949,3,0.5363853315710505,0.5135808234393354,0.4269662717477014,Europe
BOL,BOLIVIA,-0.5098343294343972,-0.4498455434537695,1949,1,0.3389932224749388,0.4545454545454546,0.5454545454545455,Americas
BRA,BRAZIL,-0.4907491022523968,-0.3894618690941724,1949,1,0.5858585858585859,0.9413823152691533,0.9595959595959597,Americas
CAN,CANADA,-0.6022889623644426,-0.8147776195333825,1949,1,0.8989898989898991,0.9393939393939394,0.7777777777777778,Americas
CHL,CHILE,-0.4297965666022775,-0.30443457323815504,1949,1,0.686868686868687,0.7267057140623167,0.6262626262626263,Americas
CHN,CHINA,-0.4386912774927155,-0.47900122400873396,1949,1,0.6262626262626263,0.98989898989899,0.98989898989899,Asia
COL,COLOMBIA,-0.162478829078059,0.5708841025317352,1949,0,0.5088495167178417,0.7474747474747475,0.8282828282828284,Americas
CRI,COSTA RICA,-0.4691750239320983,0.22187402111996307,1949,0,0.6857384851634779,0.5757575757575758,0.2984380801970379,Americas
CSK,CZECHOSLOVAKIA,1.6074587252184567,-0.021105154169743255,1949,3,,,,
CUB,CUBA,-0.4867575439471898,-0.4090127700535886,1949,1,0.5757575757575758,0.595959595959596,0.5050505050505051,Americas
DNK,DENMARK,-0.5395304004281137,-0.5333422079252097,1949,1,0.9418707557339205,0.7787706221084769,0.35465133659955655,Europe
DOM,DOMINICAN REPUBLIC,-0.6155120951317187,-0.583930393903647,1949,1,0.595959595959596,0.6262626262626263,0.5125509173715393,Americas
ECU,ECUADOR,-0.335979514572106,0.19792956567876055,1949,0,0.48484848484848486,0.6241066539593833,0.5858585858585859,Americas
EGY,EGYPT,-0.35296349400240157,0.30118771798663013,1949,0,0.31313131313131315,0.765708918985983,0.9191919191919192,Africa
ETH,ETHIOPIA,0.34525852426593995,-0.10612986894618867,1949,0,0.15151515151515152,0.6464646464646465,0.9393939393939394,Africa
FRA,FRANCE,-0.3708281536910777,-0.8220781371821846,1949,1,0.8585858585858587,0.9595959595959597,0.8686868686868687,Europe
GBR,UNITED KINGDOM,-0.6542726274542163,-0.8776330808890913,1949,1,0.8787878787878789,0.9696969696969697,0.8787878787878789,Europe
GRC,GREECE,-0.5268231133270139,-0.49936817447473786,1949,1,0.7636282164593702,0.6764727141699225,0.4646464646464647,Europe
GTM,GUATEMALA,-0.09477544681696498,0.012665356897874363,1949,0,0.4444444444444445,0.5900315796115295,0.5976583607080117,Americas
HND,HONDURAS,-0.6066008871116996,-0.5861290103132242,1949,1,0.3085676434892539,0.4141414141414142,0.494949494949495,Americas
HTI,HAITI,-0.1419498754395429,0.953810396193434,1949,0,0.2019592009155964,0.30303030303030304,0.5252525252525253,Americas
IND,INDIA,0.5197263761343277,1.0237925534899015,1949,0,0.27272727272727276,0.9719865976796929,1.0,Asia
IRN,IRAN (ISLAMIC REPUBLIC OF),-0.4254838369810024,0.10486458869778834,1949,0,0.393939393939394,0.7777777777777778,0.8989898989898991,Asia
IRQ,IRAQ,-0.3085067867099105,0.37917258244942287,1949,0,0.4370139712666617,0.686868686868687,0.7968312089165054,Asia
ISL,ICELAND,-0.461148986979337,-0.13064260655005985,1949,1,0.9494949494949496,0.393939393939394,0.08080808080808081,Europe
ISR,ISRAEL,0.5802421070288067,1.7873286804329134,1949,2,0.8880623783374878,0.8282828282828284,0.44740071046472935,Asia
LBN,LEBANON,-0.4051764482710584,0.16653935564835104,1949,0,0.33333333333333337,0.324821693933874,0.3434343434343435,Asia
LBR,LIBERIA,0.2098415283682723,-0.5229430821073063,1949,0,0.071978973564154,0.13131313131313133,0.32323232323232326,Africa
LUX,LUXEMBOURG,-0.5236155753141075,-0.6319567221482097,1949,1,0.98989898989899,0.5656565656565657,0.12121212121212122,Europe
MEX,MEXICO,-0.4495669971977665,-0.20685330947304,1949,1,0.6464646464646465,0.9292929292929294,0.9400934391278268,Americas
MMR,MYANMAR,0.20911329507189946,1.7154338933942483,1949,2,0.14141414141414144,0.49631690298404996,0.8383838383838385,Asia
NIC,NICARAGUA,-0.5342905104836814,-0.3536005101006427,1949,1,0.28492136038295923,0.27272727272727276,0.38383838383838387,Americas
NLD,NETHERLANDS,-0.6182975130173223,-0.5972726062267476,1949,1,0.9292929292929294,0.8989898989898991,0.5839886559839527,Europe
NOR,NORWAY,-0.5129716423874946,-0.6546014826313571,1949,1,0.9718702471753256,0.8096443122070188,0.33333333333333337,Europe
NZL,NEW ZEALAND,-0.4916843213481377,-0.8580114486927982,1949,1,0.8686868686868687,0.6880096083754335,0.31313131313131315,Oceania
PAK,PAKISTAN,0.02918124136686545,1.5522502247805123,1949,2,0.16161616161616163,0.7272727272727273,0.9696969696969697,Asia
PAN,PANAMA,-0.5852854007112461,-0.3420631256335862,1949,1,0.7070707070707072,0.5454545454545455,0.27272727272727276,Americas
PER,PERU,-0.4885855279661832,-0.6051240021473782,1949,1,0.5454545454545455,0.698862790057896,0.7277082215597619,Americas
PHL,PHILIPPINES,-0.4469517084329614,-0.4445681193159238,1949,1,0.35950929658727926,0.7976268981528483,0.9195516241915367,Asia
POL,POLAND,1.767023225714528,-0.7500782365122688,1949,3,0.7373737373737375,0.8787878787878789,0.7474747474747475,Europe
